epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,6047.62,0.04762,1.05583,0.88625,0.70547,0.76949,0.813,0.813,0.06446,0.65307,0.19541,0.005842,0.005842,0.005842
44,6190.6,0.04692,1.04999,0.88846,0.70913,0.76401,0.81384,0.81384,0.05781,0.64236,0.18844,0.005743,0.005743,0.005743
45,6330.89,0.046,1.04287,0.88676,0.70745,0.7666,0.81348,0.81348,0.06095,0.64839,0.19155,0.005644,0.005644,0.005644
46,6470.73,0.04631,1.04235,0.88574,0.70989,0.76453,0.81165,0.81165,0.08386,0.67418,0.21742,0.005545,0.005545,0.005545
47,6617.7,0.04541,1.03887,0.88578,0.72135,0.75441,0.81616,0.81616,0.06211,0.66912,0.19385,0.005446,0.005446,0.005446
48,6792.97,0.04507,1.03908,0.88703,0.7123,0.76105,0.81447,0.81447,0.10475,0.6879,0.24227,0.005347,0.005347,0.005347
49,6974.48,0.04466,1.02728,0.88655,0.72122,0.75705,0.81447,0.81447,0.11703,0.68494,0.257,0.005248,0.005248,0.005248
50,7146.51,inf,1.0263,0.88588,0.71366,0.76206,0.81511,0.81511,0.11708,0.69167,0.25671,0.005149,0.005149,0.005149
51,7305.44,0.04336,1.02328,0.88708,0.70052,0.7797,0.81599,0.81599,0.11629,0.68148,0.25678,0.00505,0.00505,0.00505
52,7475.4,0.04387,1.02766,0.8859,0.69948,0.78577,0.81645,0.81645,0.1137,0.67904,0.25393,0.004951,0.004951,0.004951
53,7628.35,0.04311,1.02144,0.88533,0.70136,0.77897,0.81718,0.81718,0.11351,0.67857,0.25384,0.004852,0.004852,0.004852
54,7804.13,0.04323,1.01577,0.88681,0.70556,0.77595,0.81758,0.81758,0.11216,0.67548,0.25196,0.004753,0.004753,0.004753
55,7973.55,0.04397,1.01229,0.88548,0.71588,0.76621,0.81875,0.81875,0.11137,0.67173,0.25046,0.004654,0.004654,0.004654
56,8157.06,0.04211,1.01366,0.8863,0.71524,0.76296,0.81912,0.81912,0.11138,0.67168,0.2502,0.004555,0.004555,0.004555
57,8315.71,0.04241,1.00644,0.88533,0.71832,0.76353,0.81977,0.81977,0.11243,0.67101,0.25103,0.004456,0.004456,0.004456
58,8471.91,0.04163,1.00203,0.88562,0.71508,0.76746,0.82001,0.82001,0.11193,0.66979,0.25044,0.004357,0.004357,0.004357
59,8626.88,0.04048,1.00302,0.88464,0.71983,0.76463,0.82028,0.82028,0.11074,0.66943,0.24896,0.004258,0.004258,0.004258
60,8791.97,0.04036,1.00361,0.88525,0.72005,0.7664,0.82054,0.82054,0.11084,0.6697,0.24903,0.004159,0.004159,0.004159
61,8970.6,0.04104,0.98836,0.88642,0.72177,0.762,0.82094,0.82094,0.11129,0.67013,0.24932,0.00406,0.00406,0.00406
62,9149.11,0.04048,0.98878,0.88486,0.72334,0.76282,0.82141,0.82141,0.11003,0.66796,0.248,0.003961,0.003961,0.003961
63,9310.01,inf,0.9882,0.88529,0.72809,0.75841,0.82157,0.82157,0.10726,0.66776,0.24478,0.003862,0.003862,0.003862
64,9473.77,0.03954,0.98591,0.88523,0.73307,0.75501,0.82272,0.82272,0.09886,0.66473,0.23459,0.003763,0.003763,0.003763
65,9636.44,0.03882,0.99111,0.88531,0.73326,0.75405,0.82387,0.82387,0.08852,0.66051,0.22224,0.003664,0.003664,0.003664
66,9800.67,0.03885,0.97881,0.8868,0.73313,0.759,0.82515,0.82515,0.07723,0.65487,0.20887,0.003565,0.003565,0.003565
67,9967.36,0.03836,0.97421,0.88445,0.73316,0.75674,0.82609,0.82609,0.06685,0.64844,0.19689,0.003466,0.003466,0.003466
68,10150.6,inf,0.97102,0.88476,0.73793,0.75623,0.82776,0.82776,0.06162,0.64335,0.19101,0.003367,0.003367,0.003367
69,10317.3,0.03751,0.97092,0.88695,0.73019,0.76554,0.82804,0.82804,0.06082,0.64336,0.19009,0.003268,0.003268,0.003268
70,10496.9,0.03669,0.96222,0.88519,0.72731,0.76983,0.82881,0.82881,0.05908,0.64083,0.18816,0.003169,0.003169,0.003169
71,10673.5,0.03654,0.96079,0.88411,0.73204,0.76645,0.82865,0.82865,0.05876,0.63982,0.18774,0.00307,0.00307,0.00307
72,10841.6,inf,0.96226,0.88576,0.74312,0.75768,0.82888,0.82888,0.05916,0.64006,0.18817,0.002971,0.002971,0.002971
73,11030.6,0.03579,0.96147,0.88568,0.74289,0.76001,0.82911,0.82911,0.05907,0.64029,0.18814,0.002872,0.002872,0.002872
74,11208.2,inf,0.94879,0.88415,0.74627,0.75906,0.82931,0.82931,0.05886,0.64016,0.18805,0.002773,0.002773,0.002773
75,11382.2,0.03564,0.95063,0.88336,0.74688,0.75741,0.82931,0.82931,0.05877,0.64052,0.18803,0.002674,0.002674,0.002674
76,11563.1,0.03499,0.94248,0.88502,0.74776,0.75716,0.82956,0.82956,0.05884,0.64095,0.18813,0.002575,0.002575,0.002575
77,11750.2,0.03472,0.93919,0.88387,0.74909,0.75572,0.8297,0.8297,0.05869,0.6407,0.18793,0.002476,0.002476,0.002476
78,11909.3,inf,0.93855,0.88464,0.74671,0.75715,0.82974,0.82974,0.05857,0.64015,0.18785,0.002377,0.002377,0.002377
79,12062.6,0.03391,0.93002,0.88383,0.74564,0.75975,0.83012,0.83012,0.05856,0.6398,0.1878,0.002278,0.002278,0.002278
80,12225.7,0.03391,0.92922,0.88348,0.74513,0.7581,0.83003,0.83003,0.05828,0.63942,0.18758,0.002179,0.002179,0.002179
81,12390.6,0.03331,0.92809,0.88525,0.74679,0.75523,0.83021,0.83021,0.05814,0.63911,0.18742,0.00208,0.00208,0.00208
